school:eastern-washington,Eastern Washington,,1
school:elon,Elon,,1
school:evansville,Evansville,,1
school:fairfield,Fairfield,,1
school:fairleigh-dickinson,Fairleigh Dickinson,,1
school:florida,Florida,,1
school:florida-am,Florida A&M,,1
school:florida-atlantic,Florida Atlantic,,1
school:florida-gulf-coast,Florida Gulf Coast,,1
school:florida-international,Florida International,,1
school:florida-state,Florida State,,1
school:fordham,Fordham,,1
school:fresno-state,Fresno State,,1
school:furman,Furman,,1
school:gardner-webb,Gardner-Webb,,1
school:george-mason,George Mason,,1
school:george-washington,George Washington,,1
school:georgetown,Georgetown,,1
school:georgia,Georgia,,1
school:georgia-southern,Georgia Southern,,1
school:georgia-state,Georgia State,,1
school:georgia-tech,Georgia Tech,,1
school:gonzaga,Gonzaga,,1
school:grambling,Grambling,,1
school:grand-canyon,Grand Canyon,,1
school:green-bay,Green Bay,,1
school:hampton,Hampton,,1
school:hartford,Hartford,,1
school:harvard,Harvard,,1
school:hawaii,Hawaii,,1
school:high-point,High Point,,1
school:hofstra,Hofstra,,1
school:holy-cross,Holy Cross,,1
school:houston,Houston,,1
school:houston-baptist,Houston Baptist,,1
school:howard,Howard,,1
school:idaho,Idaho,,1
school:idaho-state,Idaho State,,1
school:illinois,Illinois,,1
school:illinois-chicago,Illinois-Chicago,,1
school:illinois-state,Illinois State,,1
school:incarnate-word,Incarnate Word,,1
school:indiana,Indiana,,1
school:indiana-state,Indiana State,,1
school:iona,Iona,,1
school:iowa,Iowa,,1
school:iowa-state,Iowa State,,1
school:ipfw,IPFW,,1
school:iupui,IUPUI,,1
school:jackson-state,Jackson State,,1
school:jacksonville,Jacksonville,,1
school:jacksonville-state,Jacksonville State,,1
school:james-madison,James Madison,,1
school:kansas,Kansas,,1
school:kansas-state,Kansas State,,1
school:kennesaw-state,Kennesaw State,,1
school:kent-state,Kent State,,1
school:kentucky,Kentucky,,1
school:la-salle,La Salle,,1
school:lafayette,Lafayette,,1
school:lamar,Lamar,,1
school:lehigh,Lehigh,,1
school:liberty,Liberty,,1
school:lipscomb,Lipscomb,,1
school:long-beach-state,Long Beach State,,1
school:long-island-university,Long Island University,,1
school:longwood,Longwood,,1
school:louisiana-lafayette,Louisiana,,1
school:louisiana-monroe,Louisiana-Monroe,,1
school:louisiana-state,Louisiana State,,1
school:louisiana-tech,Louisiana Tech,,1
school:louisville,Louisville,,1
school:loyola-il,Loyola (IL),,1
school:loyola-marymount,Loyola Marymount,,1
school:loyola-md,Loyola (MD),,1
school:maine,Maine,,1
school:manhattan,Manhattan,,1
school:marist,Marist,,1
school:marquette,Marquette,,1
school:marshall,Marshall,,1
school:maryland,Maryland,,1
school:maryland-baltimore-county,Maryland-Baltimore County,,1
school:maryland-eastern-shore,Maryland-Eastern Shore,,1
school:massachusetts,Massachusetts,,1
school:massachusetts-lowell,Massachusetts-Lowell,,1
school:mcneese-state,McNeese State,,1
school:memphis,Memphis,,1
school:mercer,Mercer,,1
school:miami-fl,Miami (FL),,1
school:miami-oh,Miami (OH),,1
school:michigan,Michigan,,1
school:michigan-state,Michigan State,,1
school:middle-tennessee,Middle Tennessee,,1
school:milwaukee,Milwaukee,,1
school:minnesota,Minnesota,,1
school:mississippi,Mississippi,,1
school:mississippi-state,Mississippi State,,1
school:mississippi-valley-state,Mississippi Valley State,,1
school:missouri,Missouri,,1
school:missouri-kansas-city,Missouri-Kansas City,,1
school:missouri-state,Missouri State,,1
school:monmouth,Monmouth,,1
school:montana,Montana,,1
school:montana-state,Montana State,,1
school:morehead-state,Morehead State,,1
school:morgan-state,Morgan State,,1
school:mount-st-marys,Mount St. Mary's,,1
school:murray-state,Murray State,,1
school:navy,Navy,,1
school:nebraska,Nebraska,,1
school:nebraska-omaha,Nebraska-Omaha,,1
school:nevada,Nevada,,1
school:nevada-las-vegas,Nevada-Las Vegas,,1
school:new-hampshire,New Hampshire,,1
school:new-mexico,New Mexico,,1
school:new-mexico-state,New Mexico State,,1
school:new-orleans,New Orleans,,1
school:niagara,Niagara,,1
school:nicholls-state,Nicholls State,,1
school:njit,NJIT,,1
school:norfolk-state,Norfolk State,,1
school:north-carolina,North Carolina,,1
school:north-carolina-asheville,North Carolina-Asheville,,1
school:north-carolina-at,North Carolina A&T,,1
school:north-carolina-central,North Carolina Central,,1
school:north-carolina-greensboro,North Carolina-Greensboro,,1
school:north-carolina-state,North Carolina State,,1
school:north-carolina-wilmington,North Carolina-Wilmington,,1
school:north-dakota,North Dakota,,1
school:north-dakota-state,North Dakota State,,1
school:north-florida,North Florida,,1
school:north-texas,North Texas,,1
school:northeastern,Northeastern,,1
school:northern-arizona,Northern Arizona,,1
school:northern-colorado,Northern Colorado,,1
school:northern-illinois,Northern Illinois,,1
school:northern-iowa,Northern Iowa,,1
school:northern-kentucky,Northern Kentucky,,1
school:northwestern,Northwestern,,1
school:northwestern-state,Northwestern State,,1
school:notre-dame,Notre Dame,,1
school:oakland,Oakland,,1
school:ohio,Ohio,,1
school:ohio-state,Ohio State,,1
school:oklahoma,Oklahoma,,1
school:oklahoma-state,Oklahoma State,,1
school:old-dominion,Old Dominion,,1
school:oral-roberts,Oral Roberts,,1
school:oregon,Oregon,,1
school:oregon-state,Oregon State,,1
school:pacific,Pacific,,1
school:penn-state,Penn State,,1
school:pennsylvania,Pennsylvania,,1
school:pepperdine,Pepperdine,,1
school:pittsburgh,Pittsburgh,,1
school:portland,Portland,,1
school:portland-state,Portland State,,1
school:prairie-view,Prairie View,,1
school:presbyterian,Presbyterian,,1
school:princeton,Princeton,,1
school:providence,Providence,,1
school:purdue,Purdue,,1
school:quinnipiac,Quinnipiac,,1
school:radford,Radford,,1
school:rhode-island,Rhode Island,,1
school:rice,Rice,,1
school:richmond,Richmond,,1
school:rider,Rider,,1
school:robert-morris,Robert Morris,,1
school:rutgers,Rutgers,,1
school:sacramento-state,Sacramento State,,1
school:sacred-heart,Sacred Heart,,1
school:saint-francis-pa,Saint Francis (PA),,1
school:saint-josephs,Saint Joseph's,,1
school:saint-louis,Saint Louis,,1
school:saint-marys-ca,Saint Mary's (CA),,1
school:saint-peters,Saint Peter's,,1
school:sam-houston-state,Sam Houston State,,1
school:samford,Samford,,1
school:san-diego,San Diego,,1
school:san-diego-state,San Diego State,,1
school:san-francisco,San Francisco,,1
school:san-jose-state,San Jose State,,1
school:santa-clara,Santa Clara,,1
school:savannah-state,Savannah State,,1
school:seattle,Seattle,,1
school:seton-hall,Seton Hall,,1
school:siena,Siena,,1
school:south-alabama,South Alabama,,1
school:south-carolina,South Carolina,,1
school:south-carolina-state,South Carolina State,,1
school:south-carolina-upstate,South Carolina Upstate,,1
school:south-dakota,South Dakota,,1
school:south-dakota-state,South Dakota State,,1
school:south-florida,South Florida,,1
school:southeast-missouri-state,Southeast Missouri State,,1
school:southeastern-louisiana,Southeastern Louisiana,,1
school:southern,Southern,,1
school:southern-california,Southern California,,1
school:southern-illinois,Southern Illinois,,1
school:southern-illinois-edwardsville,Southern Illinois-Edwardsville,,1
school:southern-methodist,Southern Methodist,,1
school:southern-mississippi,Southern Mississippi,,1
school:southern-utah,Southern Utah,,1
school:st-bonaventure,St. Bonaventure,,1
school:st-francis-ny,St. Francis (NY),,1
school:st-johns-ny,St. John's (NY),,1
school:stanford,Stanford,,1
school:stephen-f-austin,Stephen F. Austin,,1
school:stetson,Stetson,,1
school:stony-brook,Stony Brook,,1
school:syracuse,Syracuse,,1
school:temple,Temple,,1
school:tennessee,Tennessee,,1
school:tennessee-martin,Tennessee-Martin,,1
school:tennessee-state,Tennessee State,,1
school:tennessee-tech,Tennessee Tech,,1
school:texas,Texas,,1
school:texas-am,Texas A&M,,1
school:texas-am-corpus-christi,Texas A&M-Corpus Christi,,1
school:texas-arlington,Texas-Arlington,,1
school:texas-christian,Texas Christian,,1
school:texas-el-paso,Texas-El Paso,,1
school:texas-pan-american,Texas-Rio Grande Valley,,1
school:texas-san-antonio,Texas-San Antonio,,1
school:texas-southern,Texas Southern,,1
school:texas-state,Texas State,,1
school:texas-tech,Texas Tech,,1
school:toledo,Toledo,,1
school:towson,Towson,,1
school:troy,Troy,,1
school:tulane,Tulane,,1
school:tulsa,Tulsa,,1
school:ucla,UCLA,,1
school:utah,Utah,,1
school:utah-state,Utah State,,1
school:utah-valley,Utah Valley,,1
school:valparaiso,Valparaiso,,1
school:vanderbilt,Vanderbilt,,1
school:vermont,Vermont,,1
school:villanova,Villanova,,1
school:virginia,Virginia,,1
school:virginia-commonwealth,Virginia Commonwealth,,1
school:virginia-military-institute,Virginia Military Institute,,1
school:virginia-tech,Virginia Tech,,1
school:wagner,Wagner,,1
school:wake-forest,Wake Forest,,1
school:washington,Washington,,1
school:washington-state,Washington State,,1
school:weber-state,Weber State,,1
school:west-virginia,West Virginia,,1
school:western-carolina,Western Carolina,,1
school:western-illinois,Western Illinois,,1
school:western-kentucky,Western Kentucky,,1
school:western-michigan,Western Michigan,,1
school:wichita-state,Wichita State,,1
school:william-mary,William & Mary,,1
school:winthrop,Winthrop,,1
school:wisconsin,Wisconsin,,1
school:wofford,Wofford,,1
school:wright-state,Wright State,,1
school:wyoming,Wyoming,,1
school:xavier,Xavier,,1
school:yale,Yale,,1
school:youngstown-state,Youngstown State,,1
